group,baseline_stage,baseline_label,variant_stage,variant_label,metric,n_baseline,n_variant,baseline_mean,variant_mean,baseline_std,variant_std,p_value_mannwhitney_raw,cohens_d,cohens_d_ci_lo_95,cohens_d_ci_hi_95,pct_improvement,p_value_mannwhitney_holm,significant_0.05_holm,significant_0.01_holm
perception,stage1a_random,Random CNN,stage1b_pretrained,Pretrained CNN,final_best,15,15,63.43892913333333,84.28818986666667,15.72734632179183,0.3085585065785425,3.3918213908250945e-06,1.874418841519388,1.4171914095317182,2.825761744317157,32.865089335781846,3.3918213908250945e-06,True,True
