ts,optimizer,space,trial,run_id,params_json,fitness,best_so_far
2025-10-20T08:51:21.545745Z,BO,Vision-8,1,0,"{""lane_kp_off"": 0.5571753484782893, ""lane_kp_head"": 0.1144557339801518, ""lane_kp_curv"": 0.11342572678210155, ""curv_thr_slow"": 0.9615777228994695, ""lane_conf_thr"": 0.6316813818713379, ""canny_scale"": 0.9538638760746765, ""hough_threshold"": 30, ""diag_roi_row_start"": 0.655448921575459}",23.477652,23.477652
2025-10-20T08:51:54.735657Z,BO,Vision-8,2,0,"{""lane_kp_off"": 0.3847455211874888, ""lane_kp_head"": 0.1568470072776602, ""lane_kp_curv"": 0.1715890080754347, ""curv_thr_slow"": 1.1748596488608498, ""lane_conf_thr"": 0.4631433468077747, ""canny_scale"": 0.7358067379657409, ""hough_threshold"": 18, ""diag_roi_row_start"": 0.6713986217196107}",28.075958,28.075958
2025-10-20T08:52:33.947132Z,BO,Vision-8,3,0,"{""lane_kp_off"": 0.1459933843628, ""lane_kp_head"": 0.07018070245899702, ""lane_kp_curv"": 0.2657756869209192, ""curv_thr_slow"": 0.9381931045162393, ""lane_conf_thr"": 0.5806405751307927, ""canny_scale"": 1.2096590764466737, ""hough_threshold"": 25, ""diag_roi_row_start"": 0.6333070532032749}",47.275021,47.275021
2025-10-20T08:53:04.842160Z,BO,Vision-8,4,0,"{""lane_kp_off"": 0.5779547060561773, ""lane_kp_head"": 0.12918356554127128, ""lane_kp_curv"": 0.18089432781115705, ""curv_thr_slow"": 0.5739158770547468, ""lane_conf_thr"": 0.3762284278332977, ""canny_scale"": 1.0785856743126927, ""hough_threshold"": 11, ""diag_roi_row_start"": 0.5801103518038585}",23.080330,47.275021
2025-10-20T08:53:38.885184Z,BO,Vision-8,5,0,"{""lane_kp_off"": 0.3446902106637151, ""lane_kp_head"": 0.1974740390601225, ""lane_kp_curv"": 0.212915145147914, ""curv_thr_slow"": 0.6747134675669584, ""lane_conf_thr"": 0.45581078417768495, ""canny_scale"": 1.236033497870281, ""hough_threshold"": 29, ""diag_roi_row_start"": 0.6005510027653009}",29.901759,47.275021
2025-10-20T08:54:10.525421Z,BO,Vision-8,6,0,"{""lane_kp_off"": 0.499162361433689, ""lane_kp_head"": 0.04624735803171829, ""lane_kp_curv"": 0.15864274091016045, ""curv_thr_slow"": 0.797791454344358, ""lane_conf_thr"": 0.7197854947300197, ""canny_scale"": 0.850273219237904, ""hough_threshold"": 20, ""diag_roi_row_start"": 0.7456679356832114}",24.811603,47.275021
2025-10-20T08:54:43.515697Z,BO,Vision-8,7,0,"{""lane_kp_off"": 0.41558809540784747, ""lane_kp_head"": 0.24515781030518707, ""lane_kp_curv"": 0.06031433299516187, ""curv_thr_slow"": 1.2916089606081997, ""lane_conf_thr"": 0.5618360770465565, ""canny_scale"": 1.027040803879879, ""hough_threshold"": 17, ""diag_roi_row_start"": 0.5412362367081552}",27.213732,47.275021
2025-10-20T08:55:17.589211Z,BO,Vision-8,8,0,"{""lane_kp_off"": 0.3336177688197613, ""lane_kp_head"": 0.27252030631711865, ""lane_kp_curv"": 0.43772842089758746, ""curv_thr_slow"": 0.9125068049736134, ""lane_conf_thr"": 0.6015882697773635, ""canny_scale"": 1.0515619315373277, ""hough_threshold"": 23, ""diag_roi_row_start"": 0.6524067152963474}",30.077605,47.275021
2025-10-20T08:55:47.751460Z,BO,Vision-8,9,0,"{""lane_kp_off"": 0.6738739500962059, ""lane_kp_head"": 0.033277995332975506, ""lane_kp_curv"": 0.3818414207216691, ""curv_thr_slow"": 0.5923996494442487, ""lane_conf_thr"": 0.31653377634726254, ""canny_scale"": 1.0434741744948839, ""hough_threshold"": 12, ""diag_roi_row_start"": 0.7155980478825419}",21.793842,47.275021
2025-10-20T08:56:19.448214Z,BO,Vision-8,10,0,"{""lane_kp_off"": 0.501799177641015, ""lane_kp_head"": 0.28936654327598194, ""lane_kp_curv"": 0.008064603347508414, ""curv_thr_slow"": 1.013318255334051, ""lane_conf_thr"": 0.5340711154365733, ""canny_scale"": 0.7953757864868336, ""hough_threshold"": 13, ""diag_roi_row_start"": 0.6586588586312733}",24.867324,47.275021
