ts,optimizer,space,trial,run_id,params_json,fitness,best_so_far
2025-10-17T06:48:51.917012Z,BO,Vision-8,1,0,"{""lane_kp_off"": 0.5571753484782893, ""lane_kp_head"": 0.1144557339801518, ""lane_kp_curv"": 0.11342572678210155, ""curv_thr_slow"": 0.9615777228994695, ""lane_conf_thr"": 0.6316813818713379, ""canny_scale"": 0.9538638760746765, ""hough_threshold"": 30, ""diag_roi_row_start"": 0.655448921575459}",26.415318,26.415318
2025-10-17T06:49:26.424506Z,BO,Vision-8,2,0,"{""lane_kp_off"": 0.3847455211874888, ""lane_kp_head"": 0.1568470072776602, ""lane_kp_curv"": 0.1715890080754347, ""curv_thr_slow"": 1.1748596488608498, ""lane_conf_thr"": 0.4631433468077747, ""canny_scale"": 0.7358067379657409, ""hough_threshold"": 18, ""diag_roi_row_start"": 0.6713986217196107}",31.225738,31.225738
2025-10-17T06:50:09.669557Z,BO,Vision-8,3,0,"{""lane_kp_off"": 0.1459933843628, ""lane_kp_head"": 0.07018070245899702, ""lane_kp_curv"": 0.2657756869209192, ""curv_thr_slow"": 0.9381931045162393, ""lane_conf_thr"": 0.5806405751307927, ""canny_scale"": 1.2096590764466737, ""hough_threshold"": 25, ""diag_roi_row_start"": 0.6333070532032749}",53.447278,53.447278
2025-10-17T06:50:40.672772Z,BO,Vision-8,4,0,"{""lane_kp_off"": 0.5779547060561773, ""lane_kp_head"": 0.12918356554127128, ""lane_kp_curv"": 0.18089432781115705, ""curv_thr_slow"": 0.5739158770547468, ""lane_conf_thr"": 0.3762284278332977, ""canny_scale"": 1.0785856743126927, ""hough_threshold"": 11, ""diag_roi_row_start"": 0.5801103518038585}",25.456561,53.447278
2025-10-17T06:51:17.422996Z,BO,Vision-8,5,0,"{""lane_kp_off"": 0.3446902106637151, ""lane_kp_head"": 0.1974740390601225, ""lane_kp_curv"": 0.212915145147914, ""curv_thr_slow"": 0.6747134675669584, ""lane_conf_thr"": 0.45581078417768495, ""canny_scale"": 1.236033497870281, ""hough_threshold"": 29, ""diag_roi_row_start"": 0.6005510027653009}",32.297750,53.447278
2025-10-17T06:51:50.349149Z,BO,Vision-8,6,0,"{""lane_kp_off"": 0.499162361433689, ""lane_kp_head"": 0.04624735803171829, ""lane_kp_curv"": 0.15864274091016045, ""curv_thr_slow"": 0.797791454344358, ""lane_conf_thr"": 0.7197854947300197, ""canny_scale"": 0.850273219237904, ""hough_threshold"": 20, ""diag_roi_row_start"": 0.7456679356832114}",27.532191,53.447278
2025-10-17T06:52:23.948840Z,BO,Vision-8,7,0,"{""lane_kp_off"": 0.41558809540784747, ""lane_kp_head"": 0.24515781030518707, ""lane_kp_curv"": 0.06031433299516187, ""curv_thr_slow"": 1.2916089606081997, ""lane_conf_thr"": 0.5618360770465565, ""canny_scale"": 1.027040803879879, ""hough_threshold"": 17, ""diag_roi_row_start"": 0.5412362367081552}",29.094440,53.447278
2025-10-17T06:52:59.122518Z,BO,Vision-8,8,0,"{""lane_kp_off"": 0.3336177688197613, ""lane_kp_head"": 0.27252030631711865, ""lane_kp_curv"": 0.43772842089758746, ""curv_thr_slow"": 0.9125068049736134, ""lane_conf_thr"": 0.6015882697773635, ""canny_scale"": 1.0515619315373277, ""hough_threshold"": 23, ""diag_roi_row_start"": 0.6524067152963474}",32.934703,53.447278
2025-10-17T06:53:30.743941Z,BO,Vision-8,9,0,"{""lane_kp_off"": 0.6738739500962059, ""lane_kp_head"": 0.033277995332975506, ""lane_kp_curv"": 0.3818414207216691, ""curv_thr_slow"": 0.5923996494442487, ""lane_conf_thr"": 0.31653377634726254, ""canny_scale"": 1.0434741744948839, ""hough_threshold"": 12, ""diag_roi_row_start"": 0.7155980478825419}",23.947192,53.447278
2025-10-17T06:54:03.557842Z,BO,Vision-8,10,0,"{""lane_kp_off"": 0.501799177641015, ""lane_kp_head"": 0.28936654327598194, ""lane_kp_curv"": 0.008064603347508414, ""curv_thr_slow"": 1.013318255334051, ""lane_conf_thr"": 0.5340711154365733, ""canny_scale"": 0.7953757864868336, ""hough_threshold"": 13, ""diag_roi_row_start"": 0.6586588586312733}",27.174924,53.447278
2025-10-17T06:54:40.656692Z,BO,Vision-8,11,0,"{""lane_kp_off"": 0.2550131411055011, ""lane_kp_head"": 0.27678811821272786, ""lane_kp_curv"": 0.27719162485888604, ""curv_thr_slow"": 0.7667406889477735, ""lane_conf_thr"": 0.7550794937683918, ""canny_scale"": 1.2050019981476296, ""hough_threshold"": 17, ""diag_roi_row_start"": 0.46307743913971217}",37.218074,53.447278
2025-10-17T06:55:17.916738Z,BO,Vision-8,12,0,"{""lane_kp_off"": 0.24381445872887797, ""lane_kp_head"": 0.15927427276719242, ""lane_kp_curv"": 0.3524794152256811, ""curv_thr_slow"": 1.494430178440821, ""lane_conf_thr"": 0.4135489194304758, ""canny_scale"": 1.1575286882712603, ""hough_threshold"": 22, ""diag_roi_row_start"": 0.6575105396100531}",37.843402,53.447278
2025-10-17T06:56:03.424270Z,BO,Vision-8,13,0,"{""lane_kp_off"": 0.12090196187846419, ""lane_kp_head"": 0.15955051709046264, ""lane_kp_curv"": 0.12042794886181224, ""curv_thr_slow"": 0.7121472168579899, ""lane_conf_thr"": 0.5078768925194013, ""canny_scale"": 1.099974730098443, ""hough_threshold"": 12, ""diag_roi_row_start"": 0.4892684851992242}",59.123803,59.123803
2025-10-17T06:56:40.844774Z,BO,Vision-8,14,0,"{""lane_kp_off"": 0.25758448517464644, ""lane_kp_head"": 0.26462573466649747, ""lane_kp_curv"": 0.42325311263536103, ""curv_thr_slow"": 0.9639088137560561, ""lane_conf_thr"": 0.7126714925147029, ""canny_scale"": 0.9309026867654566, ""hough_threshold"": 16, ""diag_roi_row_start"": 0.5562794026775035}",37.891724,59.123803
2025-10-17T06:57:25.694685Z,BO,Vision-8,15,0,"{""lane_kp_off"": 0.13686546336407926, ""lane_kp_head"": 0.3316450538007562, ""lane_kp_curv"": 0.1693354229571633, ""curv_thr_slow"": 0.9628440903528876, ""lane_conf_thr"": 0.5471308808652998, ""canny_scale"": 1.0129198356383995, ""hough_threshold"": 10, ""diag_roi_row_start"": 0.7465036257848461}",54.090056,59.123803
2025-10-17T06:57:56.906732Z,BO,Vision-8,16,0,"{""lane_kp_off"": 0.724273260529288, ""lane_kp_head"": 0.0830543444785298, ""lane_kp_curv"": 0.1462447063962124, ""curv_thr_slow"": 0.9240121836869801, ""lane_conf_thr"": 0.7411468235964025, ""canny_scale"": 1.290178530947034, ""hough_threshold"": 15, ""diag_roi_row_start"": 0.6193077128774345}",23.265777,59.123803
2025-10-17T06:58:27.602174Z,BO,Vision-8,17,0,"{""lane_kp_off"": 0.6455749473097434, ""lane_kp_head"": 0.15774802158110993, ""lane_kp_curv"": 0.36553651792227854, ""curv_thr_slow"": 0.4932828173150578, ""lane_conf_thr"": 0.560419140700154, ""canny_scale"": 1.2195186749819587, ""hough_threshold"": 30, ""diag_roi_row_start"": 0.47380973711340474}",24.423883,59.123803
2025-10-17T06:59:03.618613Z,BO,Vision-8,18,0,"{""lane_kp_off"": 0.3426778197607594, ""lane_kp_head"": 0.08181714381857108, ""lane_kp_curv"": 0.2253182452593674, ""curv_thr_slow"": 0.9573162871546248, ""lane_conf_thr"": 0.2559960262218925, ""canny_scale"": 0.8781164652884077, ""hough_threshold"": 29, ""diag_roi_row_start"": 0.6207011194290586}",32.301576,59.123803
2025-10-17T06:59:37.916009Z,BO,Vision-8,19,0,"{""lane_kp_off"": 0.3659295980188896, ""lane_kp_head"": 0.3014103963192458, ""lane_kp_curv"": 0.37093107592101865, ""curv_thr_slow"": 0.3582948394131225, ""lane_conf_thr"": 0.6252184372656477, ""canny_scale"": 1.20354600868305, ""hough_threshold"": 13, ""diag_roi_row_start"": 0.6842993813999871}",30.915166,59.123803
2025-10-17T07:00:16.067573Z,BO,Vision-8,20,0,"{""lane_kp_off"": 0.22922929338328155, ""lane_kp_head"": 0.12258790133182292, ""lane_kp_curv"": 0.3326307326748415, ""curv_thr_slow"": 0.4336706059292589, ""lane_conf_thr"": 0.5989234692819767, ""canny_scale"": 1.2327140756057338, ""hough_threshold"": 24, ""diag_roi_row_start"": 0.5820983629996227}",40.072125,59.123803
2025-10-17T07:01:08.673060Z,BO,Vision-8,21,0,"{""lane_kp_off"": 0.04749470439405026, ""lane_kp_head"": 0.3838620879761593, ""lane_kp_curv"": 0.09223107757035105, ""curv_thr_slow"": 1.1210905265623357, ""lane_conf_thr"": 0.5012764112208522, ""canny_scale"": 1.128659480329617, ""hough_threshold"": 10, ""diag_roi_row_start"": 0.509003182095744}",82.825365,82.825365
2025-10-17T07:02:00.988550Z,BO,Vision-8,22,0,"{""lane_kp_off"": 0.014532339900241442, ""lane_kp_head"": 0.38537324861610833, ""lane_kp_curv"": 0.09065131014578853, ""curv_thr_slow"": 1.1192563885022753, ""lane_conf_thr"": 0.49172210069207356, ""canny_scale"": 1.1180066953027221, ""hough_threshold"": 10, ""diag_roi_row_start"": 0.508434035078714}",80.019883,82.825365
2025-10-17T07:02:54.467102Z,BO,Vision-8,23,0,"{""lane_kp_off"": 0.01226023206424276, ""lane_kp_head"": 0.3885550134007697, ""lane_kp_curv"": 0.06651473234963415, ""curv_thr_slow"": 1.1769096516772648, ""lane_conf_thr"": 0.4903202437385631, ""canny_scale"": 1.1257156524232643, ""hough_threshold"": 10, ""diag_roi_row_start"": 0.4997087178089041}",80.271930,82.825365
