group,stage,label,n_runs,final_best_mean,final_best_std,final_best_min,final_best_max
stage2_adapters,stage2a,Evolve CNN Only (adapters),15,83.46643573333333,1.0574573976509796,81.282077,85.785037
stage2_adapters,stage2b,Co-evolution (adapters + bp),15,83.91576413333334,0.857916979872918,81.620559,85.143646
