group,baseline_stage,baseline_label,variant_stage,variant_label,metric,n_baseline,n_variant,baseline_mean,variant_mean,baseline_std,variant_std,p_value_mannwhitney_raw,cohens_d,cohens_d_ci_lo_95,cohens_d_ci_hi_95,pct_improvement,p_value_mannwhitney_holm,significant_0.05_holm,significant_0.01_holm
stage2_adapters,stage2a,Evolve CNN Only (adapters),stage2b,Co-evolution (adapters + bp),final_best,15,15,83.46643573333333,83.91576413333334,1.0574573976509796,0.857916979872918,0.11498741920155964,0.4666552590749162,-0.23004330753442329,1.4186496969425126,0.5383342370525693,0.11498741920155964,False,False
